"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"59324","","","","","","","","","","","","","6","6","6","19.741","19.741","19.741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","19.417","19.417","19.417","","","","","","","","","","","",""
"59491","8","8","8","18.941","18.941","18.941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","19.447","19.447","19.447","","","","","","","","","","","",""
"59950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","19.173","19.173","19.173","","","","","",""
"60094","8","8","8","19.22","19.22","19.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","19.058","19.058","19.058","","","","","",""
"60886","","","","","","","8","8","8","19.61","19.61","19.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61153","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.636","19.636","19.636","","","","","","","","","","","","","","","","","",""
"61551","","","","","","","7","7","7","19.313","19.313","19.313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62106","","","","","","","","","","","","","6","6","6","19.223","19.223","19.223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62958","10","10","10","19.557","19.557","19.557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","18.703","18.703","18.703"
"63650","10","10","10","19.594","19.594","19.594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64132","9","9","9","19.14","19.14","19.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64467","","","","","","","8","8","8","19.517","19.517","19.517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65078","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.722","19.722","19.722","","","","","","","","","","","","","","","","","",""
"65361","","","","","","","9","9","9","19.754","19.754","19.754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65659","","","","","","","","","","","","","","","","","","","6","6","6","19.869","19.869","19.869","","","","","","","","","","","","","","","","","","","","","","","",""
"65711","","","","","","","8","8","8","19.58","19.58","19.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65811","9","9","9","19.302","19.302","19.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65984","","","","","","","","","","","","","","","","","","","6","6","6","19.744","19.744","19.744","","","","","","","","","","","","","","","","","","","","","","","",""
"66498","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.876","19.876","19.876","","","","","","","","","","","","","","","","","",""
"66518","9","9","9","19.684","19.684","19.684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66601","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.713","19.713","19.713","","","","","","","","","","","","","","","","","",""
"66887","","","","","","","","","","","","","","","","","","","6","6","6","19.603","19.603","19.603","","","","","","","","","","","","","","","","","","","","","","","",""
"66978","","","","","","","9","9","9","19.562","19.562","19.562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67003","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","20.166","20.166","20.166","","","","","","","","","","","","","","","","","",""
"67283","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.947","19.947","19.947","","","","","","","","","","","","","","","","","",""
"67315","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.747","19.747","19.747","","","","","","","","","","","","","","","","","",""
"67438","","","","","","","","","","","","","7","7","7","20.029","20.029","20.029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67528","","","","","","","","","","","","","7","7","7","19.591","19.591","19.591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67755","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","20.006","20.006","20.006","","","","","","","","","","","","","","","","","",""
"67901","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","20.037","20.037","20.037","","","","","","","","","","","","","","","","","",""
"68361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","19.462","19.462","19.462","","","","","","","","","","","",""
"68365","11","11","11","19.42","19.42","19.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68671","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.808","19.808","19.808","","","","","","","","","","","","","","","","","",""
"69049","","","","","","","8","8","8","19.857","19.857","19.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69066","11","11","11","19.243","19.243","19.243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69339","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.759","19.759","19.759","","","","","","","","","","","","","","","","","",""
"69939","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.724","19.724","19.724","","","","","","","","","","","","","","","","","",""
"69985","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","19.705","19.705","19.705","","","","","","","","","","","","","","","","","",""
"70259","10","10","10","19.294","19.294","19.294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70846","","","","","","","","","","","","","7","7","7","19.784","19.784","19.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71407","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","19.827","19.827","19.827","","","","","","","","","","","","","","","","","",""
"71538","","","","","","","9","9","9","19.581","19.581","19.581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71906","","","","","","","10","10","10","19.676","19.676","19.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71910","10","10","10","19.461","19.461","19.461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72638","","","","","","","9","9","9","19.932","19.932","19.932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72740","10","10","10","19.293","19.293","19.293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73058","","","","","","","10","10","10","19.977","19.977","19.977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73602","12","12","12","19.447","19.447","19.447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74496","12","12","12","19.665","19.665","19.665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","19.877","19.877","19.877","","","","","","","","","","","",""
"74959","","","","","","","","","","","","","","","","","","","7","7","7","19.986","19.986","19.986","","","","","","","","","","","","","","","","","","","","","","","",""
"75484","","","","","","","","","","","","","","","","","","","7","7","7","19.948","19.948","19.948","","","","","","","","","","","","","","","","","","","","","","","",""
"75599","","","","","","","","","","","","","8","8","8","19.936","19.936","19.936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76035","","","","","","","","","","","","","8","8","8","20.06","20.06","20.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","19.972","19.972","19.972","","","","","","","","","","","",""
"76438","11","11","11","19.668","19.668","19.668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76444","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","19.994","19.994","19.994","","","","","","","","","","","","","","","","","",""
"76475","","","","","","","9","9","9","19.637","19.637","19.637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77044","","","","","","","","","","","","","","","","","","","7","7","7","20.094","20.094","20.094","","","","","","","","","","","","","","","","","","","","","","","",""
"77817","11","11","11","19.744","19.744","19.744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77917","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","20.144","20.144","20.144","","","","","","","","","","","","","","","","","",""
"78064","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","20.002","20.002","20.002","","","","","","","","","","","","","","","","","",""
"78206","","","","","","","11","11","11","19.989","19.989","19.989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78874","","","","","","","10","10","10","19.853","19.853","19.853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78935","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","20.161","20.161","20.161","","","","","","","","","","","","","","","","","",""
"78984","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","20.05","20.05","20.05","","","","","","","","","","","","","","","","","",""
"79032","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","20.286","20.286","20.286","","","","","","","","","","","","","","","","","",""
"79161","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","19.97","19.97","19.97","","","","","","","","","","","","","","","","","",""
"79241","13","13","13","19.723","19.723","19.723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79243","11","11","11","19.892","19.892","19.892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
