"num_samples","num_thread: 5 (threads: partner OBL5) - _step","num_thread: 5 (threads: partner OBL5) - _step__MIN","num_thread: 5 (threads: partner OBL5) - _step__MAX","num_thread: 5 (threads: partner OBL5) - score","num_thread: 5 (threads: partner OBL5) - score__MIN","num_thread: 5 (threads: partner OBL5) - score__MAX","num_thread: 10 (threads: partner OBL5) - _step","num_thread: 10 (threads: partner OBL5) - _step__MIN","num_thread: 10 (threads: partner OBL5) - _step__MAX","num_thread: 10 (threads: partner OBL5) - score","num_thread: 10 (threads: partner OBL5) - score__MIN","num_thread: 10 (threads: partner OBL5) - score__MAX","num_thread: 20 (threads: partner OBL5) - _step","num_thread: 20 (threads: partner OBL5) - _step__MIN","num_thread: 20 (threads: partner OBL5) - _step__MAX","num_thread: 20 (threads: partner OBL5) - score","num_thread: 20 (threads: partner OBL5) - score__MIN","num_thread: 20 (threads: partner OBL5) - score__MAX","num_thread: 40 (threads: partner OBL5) - _step","num_thread: 40 (threads: partner OBL5) - _step__MIN","num_thread: 40 (threads: partner OBL5) - _step__MAX","num_thread: 40 (threads: partner OBL5) - score","num_thread: 40 (threads: partner OBL5) - score__MIN","num_thread: 40 (threads: partner OBL5) - score__MAX","num_thread: 80 (threads: partner OBL5) - _step","num_thread: 80 (threads: partner OBL5) - _step__MIN","num_thread: 80 (threads: partner OBL5) - _step__MAX","num_thread: 80 (threads: partner OBL5) - score","num_thread: 80 (threads: partner OBL5) - score__MIN","num_thread: 80 (threads: partner OBL5) - score__MAX","num_thread: 120 (threads: partner OBL5) - _step","num_thread: 120 (threads: partner OBL5) - _step__MIN","num_thread: 120 (threads: partner OBL5) - _step__MAX","num_thread: 120 (threads: partner OBL5) - score","num_thread: 120 (threads: partner OBL5) - score__MIN","num_thread: 120 (threads: partner OBL5) - score__MAX","num_thread: 160 (threads: partner OBL5) - _step","num_thread: 160 (threads: partner OBL5) - _step__MIN","num_thread: 160 (threads: partner OBL5) - _step__MAX","num_thread: 160 (threads: partner OBL5) - score","num_thread: 160 (threads: partner OBL5) - score__MIN","num_thread: 160 (threads: partner OBL5) - score__MAX"
"65666","","","","","","","","","","","","","6","6","6","13.109","13.109","13.109","","","","","","","","","","","","","","","","","","","","","","","",""
"65772","28","28","28","12.833","12.833","12.833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65879","","","","","","","12","12","12","13.222","13.222","13.222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66153","29","29","29","13.023","13.023","13.023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66538","28","28","28","13.021","13.021","13.021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66662","","","","","","","12","12","12","13.071","13.071","13.071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66744","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.012","11.012","11.012","","","","","","","","","","","",""
"66919","","","","","","","12","12","12","13.232","13.232","13.232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67223","","","","","","","12","12","12","13","13","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67501","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.069","11.069","11.069","","","","","","","","","","","",""
"67538","","","","","","","","","","","","","6","6","6","12.384","12.384","12.384","","","","","","","","","","","","","","","","","","","","","","","",""
"67686","29","29","29","12.889","12.889","12.889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67703","","","","","","","","","","","","","6","6","6","12.437","12.437","12.437","","","","","","","","","","","","","","","","","","","","","","","",""
"68106","","","","","","","","","","","","","6","6","6","13.028","13.028","13.028","","","","","","","","","","","","","","","","","","","","","","","",""
"68121","","","","","","","","","","","","","6","6","6","12.67","12.67","12.67","","","","","","","","","","","","","","","","","","","","","","","",""
"68177","30","30","30","13.078","13.078","13.078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68211","","","","","","","","","","","","","6","6","6","13.058","13.058","13.058","","","","","","","","","","","","","","","","","","","","","","","",""
"68573","","","","","","","","","","","","","6","6","6","13.106","13.106","13.106","","","","","","","","","","","","","","","","","","","","","","","",""
"68582","29","29","29","13.258","13.258","13.258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68782","","","","","","","","","","","","","6","6","6","13.147","13.147","13.147","","","","","","","","","","","","","","","","","","","","","","","",""
"69582","","","","","","","13","13","13","13.481","13.481","13.481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69601","30","30","30","12.97","12.97","12.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.035","11.035","11.035"
"70178","31","31","31","13.596","13.596","13.596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70299","","","","","","","","","","","","","","","","","","","3","3","3","12.41","12.41","12.41","","","","","","","","","","","","","","","","","",""
"70536","","","","","","","13","13","13","13.153","13.153","13.153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70569","30","30","30","13.213","13.213","13.213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70716","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.388","11.388","11.388","","","","","","","","","","","",""
"71465","","","","","","","13","13","13","13.059","13.059","13.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71492","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","11.458","11.458","11.458","","","","","","","","","","","",""
"71591","31","31","31","13.291","13.291","13.291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71813","","","","","","","13","13","13","13.085","13.085","13.085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72065","","","","","","","13","13","13","12.913","12.913","12.913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72167","32","32","32","13.205","13.205","13.205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.463","11.463","11.463"
"72573","31","31","31","13.591","13.591","13.591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73265","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","12.299","12.299","12.299","","","","","","","","","","","",""
"73638","32","32","32","13.137","13.137","13.137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74085","33","33","33","13.174","13.174","13.174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74278","","","","","","","14","14","14","13.245","13.245","13.245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","10.769","10.769","10.769","","","","","",""
"74605","32","32","32","13.234","13.234","13.234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75252","","","","","","","14","14","14","13.543","13.543","13.543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75327","","","","","","","","","","","","","","","","","","","3","3","3","12.118","12.118","12.118","","","","","","","","","","","","","","","","","",""
"75671","33","33","33","13.176","13.176","13.176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75676","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.25","12.25","12.25","","","","","","","","","","","",""
"75806","","","","","","","","","","","","","7","7","7","12.864","12.864","12.864","","","","","","","","","","","","","","","","","","","","","","","",""
"76040","34","34","34","13.152","13.152","13.152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76287","","","","","","","14","14","14","13.251","13.251","13.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76674","33","33","33","13.72","13.72","13.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76682","","","","","","","14","14","14","12.638","12.638","12.638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.42","11.42","11.42","","","","","",""
"76972","","","","","","","14","14","14","13.588","13.588","13.588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77323","","","","","","","","","","","","","","","","","","","4","4","4","12.42","12.42","12.42","","","","","","","","","","","","","","","","","",""
"77471","","","","","","","","","","","","","7","7","7","13.135","13.135","13.135","","","","","","","","","","","","","","","","","","","","","","","",""
"77688","34","34","34","13.001","13.001","13.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77772","","","","","","","","","","","","","7","7","7","12.917","12.917","12.917","","","","","","","","","","","","","","","","","","","","","","","",""
"78032","35","35","35","13.265","13.265","13.265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78164","","","","","","","","","","","","","7","7","7","12.938","12.938","12.938","","","","","","","","","","","","","","","","","","","","","","","",""
"78209","","","","","","","","","","","","","7","7","7","12.923","12.923","12.923","","","","","","","","","","","","","","","","","","","","","","","",""
"78333","","","","","","","","","","","","","7","7","7","13.014","13.014","13.014","","","","","","","","","","","","","","","","","","","","","","","",""
"78416","","","","","","","","","","","","","7","7","7","12.988","12.988","12.988","","","","","","","","","","","","","","","","","","","","","","","",""
"78719","","","","","","","","","","","","","7","7","7","13.06","13.06","13.06","","","","","","","","","","","","","","","","","","","","","","","",""
"78771","34","34","34","13.418","13.418","13.418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78953","","","","","","","15","15","15","12.85","12.85","12.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79011","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","11.16","11.16","11.16","","","","","","","","","","","",""
"79739","35","35","35","13.513","13.513","13.513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79893","","","","","","","15","15","15","13.403","13.403","13.403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79989","36","36","36","13.763","13.763","13.763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80845","35","35","35","13.26","13.26","13.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81119","","","","","","","15","15","15","12.817","12.817","12.817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81605","","","","","","","15","15","15","13.287","13.287","13.287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81722","","","","","","","15","15","15","13.416","13.416","13.416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81746","36","36","36","13.188","13.188","13.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81954","37","37","37","13.499","13.499","13.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
