"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - perfect","lr: 0.00000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.00000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - perfect","lr: 0.00001 (learning rate: partner IQL) - perfect__MIN","lr: 0.00001 (learning rate: partner IQL) - perfect__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - perfect","lr: 0.0000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.0000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - perfect","lr: 0.0001 (learning rate: partner IQL) - perfect__MIN","lr: 0.0001 (learning rate: partner IQL) - perfect__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - perfect","lr: 0.000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - perfect","lr: 0.001 (learning rate: partner IQL) - perfect__MIN","lr: 0.001 (learning rate: partner IQL) - perfect__MAX"
"495538","","","","","","","","","","","","","","","","","","","12","12","12","13.8","13.8","13.8","","","","","","","","","","","",""
"500653","12","12","12","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500697","","","","","","","","","","","","","","","","","","","14","14","14","19.5","19.5","19.5","","","","","","","","","","","",""
"502575","","","","","","","","","","","","","12","12","12","14.2","14.2","14.2","","","","","","","","","","","","","","","","","",""
"505043","","","","","","","14","14","14","6.2","6.2","6.2","","","","","","","","","","","","","","","","","","","","","","","",""
"506083","","","","","","","","","","","","","11","11","11","13.100000000000001","13.100000000000001","13.100000000000001","","","","","","","","","","","","","","","","","",""
"507008","11","11","11","3.6999999999999997","3.6999999999999997","3.6999999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511006","","","","","","","","","","","","","13","13","13","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","","","","","","","",""
"517735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","8.799999999999999","8.799999999999999","8.799999999999999"
"519411","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","17.8","17.8","17.8","","","","","",""
"520677","","","","","","","","","","","","","","","","","","","11","11","11","15.4","15.4","15.4","","","","","","","","","","","",""
"523308","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","15.2","15.2","15.2","","","","","",""
"524536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","12.1","12.1","12.1"
"529269","","","","","","","","","","","","","","","","","","","15","15","15","16.8","16.8","16.8","","","","","","","","","","","",""
"530830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","14.2","14.2","14.2"
"531855","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","10.100000000000001","10.100000000000001","10.100000000000001","","","","","",""
"531887","","","","","","","15","15","15","5.6000000000000005","5.6000000000000005","5.6000000000000005","","","","","","","","","","","","","","","","","","","","","","","",""
"532887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","13.900000000000002","13.900000000000002","13.900000000000002"
"533298","","","","","","","10","10","10","5.3","5.3","5.3","","","","","","","","","","","","","","","","","","","","","","","",""
"534251","12","12","12","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539716","","","","","","","","","","","","","","","","","","","13","13","13","17.4","17.4","17.4","","","","","","","","","","","",""
"540350","","","","","","","","","","","","","11","11","11","13.5","13.5","13.5","","","","","","","","","","","","","","","","","",""
"546897","","","","","","","","","","","","","13","13","13","14.000000000000002","14.000000000000002","14.000000000000002","","","","","","","","","","","","","","","","","",""
"549360","13","13","13","4.2","4.2","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"549504","","","","","","","","","","","","","12","12","12","12.9","12.9","12.9","","","","","","","","","","","","","","","","","",""
"550271","","","","","","","","","","","","","14","14","14","16.5","16.5","16.5","","","","","","","","","","","","","","","","","",""
"551940","","","","","","","10","10","10","5.3","5.3","5.3","","","","","","","","","","","","","","","","","","","","","","","",""
"553649","12","12","12","3.5000000000000004","3.5000000000000004","3.5000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555088","","","","","","","","","","","","","","","","","","","16","16","16","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"558030","","","","","","","16","16","16","5.6000000000000005","5.6000000000000005","5.6000000000000005","","","","","","","","","","","","","","","","","","","","","","","",""
"561023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","11.700000000000001","11.700000000000001","11.700000000000001"
"562913","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","17.4","17.4","17.4","","","","","",""
"566428","","","","","","","","","","","","","","","","","","","12","12","12","14.7","14.7","14.7","","","","","","","","","","","",""
"572263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","16.2","16.2","16.2"
"573671","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","9.700000000000001","9.700000000000001","9.700000000000001","","","","","",""
"574998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","16.400000000000002","16.400000000000002","16.400000000000002"
"576287","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","14.299999999999999","14.299999999999999","14.299999999999999","","","","","",""
"578299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","14.899999999999999","14.899999999999999","14.899999999999999"
"581802","","","","","","","11","11","11","5.4","5.4","5.4","","","","","","","","","","","","","","","","","","","","","","","",""
"583914","","","","","","","","","","","","","","","","","","","17","17","17","19","19","19","","","","","","","","","","","",""
"584094","","","","","","","","","","","","","","","","","","","14","14","14","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"584176","","","","","","","17","17","17","6.800000000000001","6.800000000000001","6.800000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"584816","","","","","","","","","","","","","12","12","12","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","","","","","","","",""
"586797","13","13","13","3.4000000000000004","3.4000000000000004","3.4000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591111","","","","","","","","","","","","","15","15","15","14.2","14.2","14.2","","","","","","","","","","","","","","","","","",""
"591796","","","","","","","","","","","","","14","14","14","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","","","","","","","",""
"595037","","","","","","","","","","","","","13","13","13","16.8","16.8","16.8","","","","","","","","","","","","","","","","","",""
"598335","14","14","14","4.5","4.5","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601481","13","13","13","4.3","4.3","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","16.5","16.5","16.5"
"603979","","","","","","","11","11","11","5.2","5.2","5.2","","","","","","","","","","","","","","","","","","","","","","","",""
"607548","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","15","15","15","","","","","",""
"610470","","","","","","","18","18","18","7.199999999999999","7.199999999999999","7.199999999999999","","","","","","","","","","","","","","","","","","","","","","","",""
"610549","","","","","","","","","","","","","","","","","","","18","18","18","18.8","18.8","18.8","","","","","","","","","","","",""
"610764","","","","","","","","","","","","","","","","","","","13","13","13","14.000000000000002","14.000000000000002","14.000000000000002","","","","","","","","","","","",""
"619683","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","11.899999999999999","11.899999999999999","11.899999999999999","","","","","",""
"620877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","15.6","15.6","15.6"
"621121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","17.1","17.1","17.1"
"621229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","16","16","16"
"622919","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","14.7","14.7","14.7","","","","","",""
"628285","","","","","","","","","","","","","","","","","","","15","15","15","15.9","15.9","15.9","","","","","","","","","","","",""
"628534","","","","","","","12","12","12","4.6","4.6","4.6","","","","","","","","","","","","","","","","","","","","","","","",""
"630455","","","","","","","","","","","","","13","13","13","12.6","12.6","12.6","","","","","","","","","","","","","","","","","",""
"631178","","","","","","","","","","","","","16","16","16","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","","","","","","","",""
"635139","","","","","","","","","","","","","15","15","15","14.2","14.2","14.2","","","","","","","","","","","","","","","","","",""
"638592","","","","","","","19","19","19","6.3","6.3","6.3","","","","","","","","","","","","","","","","","","","","","","","",""
"639086","","","","","","","","","","","","","","","","","","","19","19","19","18.5","18.5","18.5","","","","","","","","","","","",""
"639227","","","","","","","","","","","","","14","14","14","15.6","15.6","15.6","","","","","","","","","","","","","","","","","",""
"639618","14","14","14","4.2","4.2","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"645583","15","15","15","4.3","4.3","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"646004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","15.5","15.5","15.5"
"648406","14","14","14","4.3","4.3","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652964","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","12","12","12","","","","","",""
"655089","","","","","","","","","","","","","","","","","","","14","14","14","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","",""
"660338","","","","","","","12","12","12","5.3","5.3","5.3","","","","","","","","","","","","","","","","","","","","","","","",""
"662892","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","16.8","16.8","16.8","","","","","",""
"663689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","15.8","15.8","15.8"
"664277","","","","","","","20","20","20","7.5","7.5","7.5","","","","","","","","","","","","","","","","","","","","","","","",""
"665175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","16.900000000000002","16.900000000000002","16.900000000000002"
"667346","","","","","","","","","","","","","","","","","","","20","20","20","17.5","17.5","17.5","","","","","","","","","","","",""
"669581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","9.8","9.8","9.8"
"672482","","","","","","","","","","","","","17","17","17","16.7","16.7","16.7","","","","","","","","","","","","","","","","","",""
"674493","","","","","","","","","","","","","14","14","14","16.2","16.2","16.2","","","","","","","","","","","","","","","","","",""
"674687","","","","","","","","","","","","","","","","","","","16","16","16","15.9","15.9","15.9","","","","","","","","","","","",""
"674690","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","15.7","15.7","15.7","","","","","",""
"678640","","","","","","","13","13","13","5.6000000000000005","5.6000000000000005","5.6000000000000005","","","","","","","","","","","","","","","","","","","","","","","",""
"679861","","","","","","","","","","","","","16","16","16","17.2","17.2","17.2","","","","","","","","","","","","","","","","","",""
"682873","","","","","","","","","","","","","15","15","15","15.7","15.7","15.7","","","","","","","","","","","","","","","","","",""
"689324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","17","17","17"
