"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - score","lr: 0.00000625 (learning rate: partner IQL) - score__MIN","lr: 0.00000625 (learning rate: partner IQL) - score__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - score","lr: 0.00001 (learning rate: partner IQL) - score__MIN","lr: 0.00001 (learning rate: partner IQL) - score__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - score","lr: 0.0000625 (learning rate: partner IQL) - score__MIN","lr: 0.0000625 (learning rate: partner IQL) - score__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - score","lr: 0.0001 (learning rate: partner IQL) - score__MIN","lr: 0.0001 (learning rate: partner IQL) - score__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - score","lr: 0.000625 (learning rate: partner IQL) - score__MIN","lr: 0.000625 (learning rate: partner IQL) - score__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - score","lr: 0.001 (learning rate: partner IQL) - score__MIN","lr: 0.001 (learning rate: partner IQL) - score__MAX"
"524536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","21.914","21.914","21.914"
"529269","","","","","","","","","","","","","","","","","","","15","15","15","22.426","22.426","22.426","","","","","","","","","","","",""
"530830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","21.521","21.521","21.521"
"531855","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","21.639","21.639","21.639","","","","","",""
"531887","","","","","","","15","15","15","20.978","20.978","20.978","","","","","","","","","","","","","","","","","","","","","","","",""
"532887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","21.757","21.757","21.757"
"533298","","","","","","","10","10","10","20.254","20.254","20.254","","","","","","","","","","","","","","","","","","","","","","","",""
"534251","12","12","12","20.017","20.017","20.017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539716","","","","","","","","","","","","","","","","","","","13","13","13","22.267","22.267","22.267","","","","","","","","","","","",""
"540350","","","","","","","","","","","","","11","11","11","21.894","21.894","21.894","","","","","","","","","","","","","","","","","",""
"546897","","","","","","","","","","","","","13","13","13","22.051","22.051","22.051","","","","","","","","","","","","","","","","","",""
"549360","13","13","13","20.126","20.126","20.126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"549504","","","","","","","","","","","","","12","12","12","21.996","21.996","21.996","","","","","","","","","","","","","","","","","",""
"550271","","","","","","","","","","","","","14","14","14","22.357","22.357","22.357","","","","","","","","","","","","","","","","","",""
"551940","","","","","","","10","10","10","20.38","20.38","20.38","","","","","","","","","","","","","","","","","","","","","","","",""
"553649","12","12","12","20.025","20.025","20.025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555088","","","","","","","","","","","","","","","","","","","16","16","16","22.383","22.383","22.383","","","","","","","","","","","",""
"558030","","","","","","","16","16","16","20.644","20.644","20.644","","","","","","","","","","","","","","","","","","","","","","","",""
"561023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","21.154","21.154","21.154"
"562913","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","21.553","21.553","21.553","","","","","",""
"566428","","","","","","","","","","","","","","","","","","","12","12","12","22.137","22.137","22.137","","","","","","","","","","","",""
"572263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","22.248","22.248","22.248"
"573671","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","21.281","21.281","21.281","","","","","",""
"574998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","21.994","21.994","21.994"
"576287","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","21.28","21.28","21.28","","","","","",""
"578299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","22.151","22.151","22.151"
"581802","","","","","","","11","11","11","20.846","20.846","20.846","","","","","","","","","","","","","","","","","","","","","","","",""
"583914","","","","","","","","","","","","","","","","","","","17","17","17","22.435","22.435","22.435","","","","","","","","","","","",""
"584094","","","","","","","","","","","","","","","","","","","14","14","14","22.287","22.287","22.287","","","","","","","","","","","",""
"584176","","","","","","","17","17","17","21.02","21.02","21.02","","","","","","","","","","","","","","","","","","","","","","","",""
"584816","","","","","","","","","","","","","12","12","12","22.134","22.134","22.134","","","","","","","","","","","","","","","","","",""
"586797","13","13","13","19.986","19.986","19.986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591111","","","","","","","","","","","","","15","15","15","22.049","22.049","22.049","","","","","","","","","","","","","","","","","",""
"591796","","","","","","","","","","","","","14","14","14","22.254","22.254","22.254","","","","","","","","","","","","","","","","","",""
"595037","","","","","","","","","","","","","13","13","13","22.182","22.182","22.182","","","","","","","","","","","","","","","","","",""
"598335","14","14","14","20.315","20.315","20.315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601481","13","13","13","20.104","20.104","20.104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","22.132","22.132","22.132"
"603979","","","","","","","11","11","11","20.54","20.54","20.54","","","","","","","","","","","","","","","","","","","","","","","",""
"607548","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","21.756","21.756","21.756","","","","","",""
"610470","","","","","","","18","18","18","21.17","21.17","21.17","","","","","","","","","","","","","","","","","","","","","","","",""
"610549","","","","","","","","","","","","","","","","","","","18","18","18","22.636","22.636","22.636","","","","","","","","","","","",""
"610764","","","","","","","","","","","","","","","","","","","13","13","13","22.129","22.129","22.129","","","","","","","","","","","",""
"619683","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","21.961","21.961","21.961","","","","","",""
"620877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","22.244","22.244","22.244"
"621121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","22.331","22.331","22.331"
"621229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","22.312","22.312","22.312"
"622919","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","21.914","21.914","21.914","","","","","",""
"628285","","","","","","","","","","","","","","","","","","","15","15","15","22.261","22.261","22.261","","","","","","","","","","","",""
"628534","","","","","","","12","12","12","20.529","20.529","20.529","","","","","","","","","","","","","","","","","","","","","","","",""
"630455","","","","","","","","","","","","","13","13","13","22.113","22.113","22.113","","","","","","","","","","","","","","","","","",""
"631178","","","","","","","","","","","","","16","16","16","22.203","22.203","22.203","","","","","","","","","","","","","","","","","",""
"635139","","","","","","","","","","","","","15","15","15","22.002","22.002","22.002","","","","","","","","","","","","","","","","","",""
"638592","","","","","","","19","19","19","21.322","21.322","21.322","","","","","","","","","","","","","","","","","","","","","","","",""
"639086","","","","","","","","","","","","","","","","","","","19","19","19","22.467","22.467","22.467","","","","","","","","","","","",""
"639227","","","","","","","","","","","","","14","14","14","22.174","22.174","22.174","","","","","","","","","","","","","","","","","",""
"639618","14","14","14","20.152","20.152","20.152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"645583","15","15","15","20.246","20.246","20.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"646004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","22.265","22.265","22.265"
"648406","14","14","14","20.217","20.217","20.217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652964","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","21.839","21.839","21.839","","","","","",""
"655089","","","","","","","","","","","","","","","","","","","14","14","14","22.314","22.314","22.314","","","","","","","","","","","",""
"660338","","","","","","","12","12","12","20.538","20.538","20.538","","","","","","","","","","","","","","","","","","","","","","","",""
"662892","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","22.455","22.455","22.455","","","","","",""
"663689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","22.224","22.224","22.224"
"664277","","","","","","","20","20","20","21.165","21.165","21.165","","","","","","","","","","","","","","","","","","","","","","","",""
"665175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","22.593","22.593","22.593"
"667346","","","","","","","","","","","","","","","","","","","20","20","20","22.464","22.464","22.464","","","","","","","","","","","",""
"669581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","20.239","20.239","20.239"
"672482","","","","","","","","","","","","","17","17","17","22.142","22.142","22.142","","","","","","","","","","","","","","","","","",""
"674493","","","","","","","","","","","","","14","14","14","22.463","22.463","22.463","","","","","","","","","","","","","","","","","",""
"674687","","","","","","","","","","","","","","","","","","","16","16","16","22.147","22.147","22.147","","","","","","","","","","","",""
"674690","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","21.859","21.859","21.859","","","","","",""
"678640","","","","","","","13","13","13","20.743","20.743","20.743","","","","","","","","","","","","","","","","","","","","","","","",""
"679861","","","","","","","","","","","","","16","16","16","22.165","22.165","22.165","","","","","","","","","","","","","","","","","",""
"682873","","","","","","","","","","","","","15","15","15","22.2","22.2","22.2","","","","","","","","","","","","","","","","","",""
"689324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","22.303","22.303","22.303"
"690182","","","","","","","","","","","","","","","","","","","21","21","21","22.532","22.532","22.532","","","","","","","","","","","",""
"691240","16","16","16","20.48","20.48","20.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"691376","15","15","15","20.348","20.348","20.348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"692897","","","","","","","21","21","21","21.386","21.386","21.386","","","","","","","","","","","","","","","","","","","","","","","",""
"695885","15","15","15","20.458","20.458","20.458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699228","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","21.945","21.945","21.945","","","","","",""
"699319","","","","","","","","","","","","","","","","","","","15","15","15","22.34","22.34","22.34","","","","","","","","","","","",""
